избан ҳара аизараҿы иҟоу аиҳәшьцәа рыхә заҳшьо?	почему мы дорожим сестрами в собрании?
избан ҳанҵәылырхуа гәахәара зҳауа?	почему мы можем находить удовольствие в оскорблениях?
избан иегова иҟынтә ахьчара заҳҭаху?	почему мы нуждаемся в защите иеговы?
избан зықәрахь инеихьоу аишьцәеи аиҳәшьцәеи рыхә заҳшьо?	почему мы ценим пожилых христиан?
избан ҳаҳәшьцәа ргәы ашьҭыхра зҳахәҭоу?	почему нам важно быть для сестер поддержкой?
избан ԥхьаҟа ҳаԥшлар зҳахәҭоу?	почему нам важно смотреть в будущее?
избан ҳара ҳԥагьамзар зҳахәҭоу?	почему нам нельзя быть гордыми?
ишԥаҳацхраауеи аԥырак ду иеиԥшу ҳагәрахаҵара?	почему нам нужен большой щит веры?
избан аҟәыӷара заҳҭаху?	почему нам нужна мудрость?
избан ииашоу аҟаҵара ҳҽаҳаршьцылалар зҳахәҭоу?	почему нам нужна самодисциплина?
избан ахынраалара аарԥшра зҳахәҭоу?	почему нам нужно быть смиренными и скромными?
изҳахәҭоузеи ачҳара аарԥшра?	почему нам нужно относиться к другим с терпением?
избан ҳашьцәеи ҳаҳәшьцәеи иранаҳажьлар зҳахәҭоу?	почему нам нужно прощать других?
избан абиблиаҿы зыӡбахә ану анцәа имаҵзуҩцәа рҿырԥштәқәа ҳрызхәыцлар зҳахәҭоу?	почему нам нужно размышлять над примерами из библии?
избан ахадара апринцип ҳақәныҟәалар зҳахәҭоу?	почему нам нужно уважать принцип главенства?
избан асоциалтә каҭақәа зхы иазырхәо шьоукы рхы заҵәны изырбо?	почему некоторые пользователи социальных сетей чувствуют одиночество и подавленность?
избан аиҳәшьцәа шьоукы аҩызцәа рыԥшаара зырцәыцәгьоу?	почему некоторым сестрам трудно найти дружеское общение?
избан абзиара аҟаҵара зымариам?	почему непросто делать добро?
избан ҳара аԥагьара ааҳарԥшлар заҳҭахым?	почему нужно бороться с гордостью?
избан анцәа ҳизиашазар зҳахәҭоу?	почему нужно быть преданным богу?
избан аҿыхра аӡбахә аилкаареи азхәыцреи заҭаху?	почему нужно читать о выкупе и размышлять над ним?
избан иегова бзиа ҳаибаӡом ҳәа ҳхәыцуазар, уи ашәарҭара заҵоу?	почему опасно сомневаться в том, что иегова нас любит?
избан павел ақәҿиара зимаз?	почему павлу сопутствовал успех?
избан пиотр аԥсыӡ зикуаз?	почему петр занимался рыбной ловлей?
избан иԥсхьоу хшыҩлеи цәеижьлеи инаӡаны рыԥсы зҭамло?	почему при воскресении ум и тело человека не станут совершенными сразу же?
избан ҳашьцәа рахь абзиабара аарԥшра ҳцәыцәгьахар залшо?	почему проявлять нежность к братьям и сестрам порой нелегко?
избан аиҳәшьцәа зны- зынла акасы рхарҵалар зрыхәҭоу?	почему сестрам иногда нужно покрывать голову?
избан ахынраалара злоу ауаа згәырӷьо?	почему смирение и скромность приносят нам радость?
избан коринф инхоз ақьырсианцәа шьоукы аԥсҭалара агәра зырымгоз?	почему у некоторых христиан в коринфе были неправильные представления о воскресении?
избан аизара аиҳабацәа аизараҿы аԥҟарақәа рышьақәыргылара рҭаххар залшо?	почему у старейшины может возникнуть желание установить в собрании какие- то правила?
анаҩсгьы зегьы абзиара рзыҟашәҵала	продолжайте делать добро всем
иаарту ажәахә: ииашоу амҵахырхәара аган аанышәкыл	публичная речь: займите сторону истинного поклонения
иаарту ажәахә: ишԥашәылшо анцәа иргәырӷьара?	публичная речь: как вы можете радовать бога?
иаарту ажәахә: анцәа шәихымыччалан! иаанагозеи ари агәҽанҵара?	публичная речь: не насмехайтесь над богом! что означает это предупреждение?
иуадаҩу аамҭақәа раангьы ҳгәырӷьоит	радуемся даже в трудных обстоятельствах
иегова дшәыргәырӷьала!	радуйте сердце иеговы!
ҟазарыла ауаа рацәажәашьа шәҵала.	развивайте умение вести разговор с людьми.
иаҳзеиҭашәҳәа аҿыхра ахә ҳаракны ишышәшьо аазырԥшуа алшарақәа руак.	расскажите об одной из возможностей углубить свою благодарность за выкуп.
аӡӡаахра иазку ажәахә	речь о крещении
аҭаацәа, шәхәыҷқәа иегова бзиа ибашьа дшәырҵала	родители, учите своих детей любить иегову
еишьҭагылоу ажәахәқәа темас измоу: агәымшәара аашәырԥшла.	ряд докладов на тему: будьте смелыми.
шәыԥсҭазаараҿы еснагь иегова дҳарашәкла!	восхваляйте иегову всю свою жизнь!
урҭ рыбзиабара егьырҭ арӷәӷәон	их любовь укрепляла других
аизара аизҳареи арӷәӷәареи азы иҟаҳҵо	наш вклад в рост и укрепление собрания
шәҽацәышәыхьчала ацәеижь азы ажәла аҟьара	остерегайтесь сеять в плоть
абиблиа зшәырҵо шәрыцхраала.	помогайте изучающим библию.
анаҩсгьы адоуҳазы ажәла шәҟьала	продолжайте сеять в дух
шәҭаацәараҿы агәырӷьара шәымаз!	пусть ваша семья будет счастливой!
аҵаҩцәа разыҟаҵара иаҳзаанаго агәырӷьара. амаҵзураҿы ишәымоу аҟазара еиӷьышәтәла:	радость от подготовки учеников. оттачивайте свои навыки:
иҳазҭозеи агәырӷьара?	что содействует настоящей радости?
иҟаҳҵалар акәзеи ҳара есыҽны? иҳаилшәыркаа.	с каким настроем нужно жить каждый день? объясните.
иарбан уадаҩроу иқәыԥшу ақьырсианцәа зықәшәо?	с каким препятствием сталкиваются юные христиане?
иарбан уадаҩрақәоу еиҭа актәи ашәышықәсазы инхоз ақьырсианцәа зықәшәоз?	с какими еще трудностями сталкивались христиане в первом веке?
иарбан уадаҩрақәоу иегова имаҵзуҩцәа зықәшәо?	с какими испытаниями могут встретиться служители иеговы?
иарбан уадаҩрақәоу авраам иҭаацәараҿы имаз?	с какими трудностями авраам сталкивался в семейной жизни?
дзықәшәазеи авраам зны?	с какими трудностями однажды столкнулся авраам?
иарбан уадаҩрақәоу павел дзықәшәоз?	с какими трудностями сталкивался павел?
иарбан уадаҩроу давид еиҭа имаз?	с какой еще трудностью приходилось бороться давиду?
избан иоанн х- саламшәҟәык зиҩыз?	с какой целью иоанн написал три своих письма?
иарбан уадаҩроу шьоукы зықәшәаз?	с чем пришлось столкнуться некоторым братьям и сестрам?
иегова агәырӷьара ҳаиҭоит.	серия речей: иегова дает нам радость.
иегова зегь рыла дҳаргәырӷьоит	серия речей: радуем иегову во всем
амаҵзура аҟынтәи ахҭысқәа	случаи из служения
иегова дизааигәахалароуп	становиться другом иеговы
« ишәымоу агәрахаҵара шәазықәгылаз. шәыӷәӷәаз »	« твердо стойте в вере. укрепляйтесь »
« уара џьанаҭ усыцҟалоит ».	« ты будешь со мной в раю ».
шәгәыӷра шәырӷәӷәала	укреплять надежду
идшәырҵала егьырҭ « иегова ихьӡ бзиа абара »	учите других « любить имя иеговы »
абиблиатә жәеинраалақәа ҿырҳәала ишәҵала	учить наизусть стихи из библии
абиблиа иану аҿырԥштәқәа шәрызхәыцла	учиться на примерах из прошлого
иарбан мчроу аизара аиҳабацәа ирымоу?	хорошо ли вы понимаете принцип главенства в собрании?
« угәы- уԥсы ирҭаҵәахны иумаз абри иуаҭәашьоу »	« храни доверенное тебе »
иҟаҳамҵалар акәзеи ҳара?	чего нам не стоит делать?
изықәгәыӷлар рылшозеи адгьыл аҿы анхаразы агәыӷра змоу?	чего ожидают люди с земной надеждой?
иззыԥшузеи ргәы хыҭ- хыҭуа адгьыл аҿы иаанханы иҟоу доуҳала иалху ақьырсианцәа?	чего с нетерпением ожидает остаток помазанников?
ргәы хыҭ- хыҭуа иззыԥшузеи егьырҭ ауасақәа?	чего с нетерпением ожидают другие овцы?
лгәы шьҭызхуазеи аҭаацәара иалам иаҳәшьак?	чей пример служит поддержкой для одной сестры?
излеиԥшымзи саули давиди?	чем давид отличался от саула?
хәарҭас иаҳзаанагозеи 1 коринфаа рахь 15- тәи ахы?	чем нам может помочь 15- я глава первого письма коринфянам?
ишԥаҳацхраауеи павел илабжьара?	чем нам полезен призыв павла?
избан агәҭынчра змыхьчоз, насгьы иегова иқәымгәыӷуаз рҿырԥштәқәа ҳрызхәыцлар зҳахәҭоу?	чем нам полезен пример тех, кто не сохранял спокойствия и не доверял иегове?
избан аҵабырг иацәхьаҵыз рымц зшәарҭоу?	чем опасна ложь отступников?
излеиԥшузеи иԥшьоу адоуҳала иалху ақьырсианцәеи егьырҭ ауасақәеи?	чем похожи помазанники и другие овцы?
иднарҵар алшозеи ақьырсиантә ҭаацәа иосифи мариеи рҿырԥштәы?	чему богобоязненные родители могут научиться у иосифа и марии?
ишәнарҵозеи ҩыџьа аиҳәшьцәа рҿырԥштәы?	чему вас учат примеры масаэ и томоё?
ишәнарҵозеи шәара раџьив иҿырԥштәы?	чему вас учит рассказ раджива?
иднарҵозеи аҳәса иисус иҿырԥштәы?	чему жен учит пример иисуса?
иднарҵозеи аҳәса авигеиа лҿырԥштәы?	чему жены могут научиться на примере авигеи?
иднарҵозеи аҳәса мариа лҿырԥштәы?	чему жены могут научиться на примере марии?
иаҳдырҵар алшозеи аса игхақәа?	чему можно научиться на ошибках асы?
иднарҵозеи ахацәа мариа лҿырԥштәы?	чему мужья могут научиться на примере марии?
иаҳнарҵозеи карол лҿырԥштәы?	чему нас могут научить слова карол?
еилаҳкаазеи ари астатиаҟынтә?	чему нас научила эта статья?
иаҳдырҵозеи иисус аҵыхәтәантәи иажәақәа?	чему нас учат последние слова иисуса?
иаҳнарҵозеи иисус иҿырԥштәы, иоанн 5:19, 30 иану инақәыршәаны?	чему нас учат слова иисуса, записанные в иоанна 5:19, 30?
иарбан ҿырԥшу амаалықьцәа иҳарҭо?	чему нас учит пример ангелов?
иднарҵозеи аҭаацәеи аизара аиҳабацәеи иегова иҿырԥшы?	чему пример иеговы учит родителей и старейшин?
иднарҵар алшозеи ахәыҷқәа иисус иҿырԥштәы?	чему юные христиане могут научиться у иисуса?
шьаҭас иамази актәи ашәышықәсазы инхоз ақьырсианцәа рыгәрахаҵара?	что было в основе веры христиан первого века?
изҵанакуада 1 коринфаа рахь 15:22 иану ажәақәа?	что в 1 коринфянам 15:22 говорится о воскресении?
ианузеи абиблиа аиҩызара иазкны?	что в библии говорится о дружбе?
иҳаилнаркаауазеи иаков 5:11 иану иегова шаҟа бзиа ҳаибо иазкны?	что в иакова 5:11 говорится о глубине любви иеговы?
иҳаилнаркаауазеи иегова жәҩантәи иҭаацәара иазкны аатра 7:11, 12 иану?	что в откровении 7:11, 12 говорится о небесной семье иеговы?
ихеимыршҭуазеи аҭаацәара ахада бзиа?	что важно принимать во внимание главе семьи?
зегь раасҭа еицәази иисус изы?	что для иисуса было хуже самой казни?
иҳаҭәеишьазеи уаҳа иегова?	что еще доверил нам иегова?
иҟаҳҵалар акәзеи иҵегьы, аҟәыӷара ҳаурц азы?	что еще нам нужно делать, чтобы обрести мудрость?
ҳгәазҭазҵозеи ажәабжь аҳәара?	что еще побуждает нас проповедовать?
иаҳҳәар анбаҳалшо аиашара агәышԥыхьчага ҳшәуп ҳәа?	что значит носить нагрудник праведности?
иаанагозеи ажәабжь бзиа аҳәара ҳазхиазарц азы ашьапымаҭәа ашьаҵара?	что значит обуть ноги в готовность проповедовать благую весть?
иаанагозеи ахачҳара аарԥшра?	что значит проявлять стойкость?
иаанагозеи иисус ишьҭа ухыланы ацара?	что значит следовать по стопам иисуса?
иаанагозеи аӡә ишьҭа ухыланы ацара?	что значит следовать по чьим- то стопам?
иидыруазеи иегова имаҵзуҩцәа ирызкны?	что иегова замечает в своих служителях?
иарбан дҵоу иисус амаалықьцәа ириҭаз?	что иисус повелел ангелам?
дызлацәажәози иоанн ииҩуаз ашәҟәқәа рҿы?	что иоанн говорил о любви?
избан ацхыраара адкылара ҳцәыцәгьахар залшо?	что мешает некоторым христианам принимать помощь от других?
иаԥырхагахар алшози ионафани давиди реиҩызара?	что могло помешать дружбе ионафана с давидом?
ишԥарзыҟоу ахацәа шьоукы рыҳәсеи рхәыҷқәеи, насгьы избан?	что может влиять на то, как мужья относятся к своей жене и детям?
иԥырхагахар алшозеи ауаҩы иҩыза иҟынтә иоуа алабжьара бзиа адкылара?	что может помешать прислушаться к предостережению друга?
иҳацхраар алшозеи ажәабжьҳәаратә, насгьы арҵаратә ус аҿы ҳҟазара аиӷьтәра?	что можно делать, чтобы более умело проповедовать и обучать других?
иаҳҳәар ҳалшозеи иқәыԥшу аишьцәа ирызкны?	что можно сказать о наших юных братьях?
ҳзызхиазар ҳахәҭоузеи ҳара?	что мы настроены делать?
еилҳаргозеи анаҩстәи астатиаҿы?	что мы обсудим в следующей статье?
еилҳаргозеи ари астатиаҿы абиблиатә ҵара шымҩаԥгалатәу иазкны?	что мы обсудим в этой статье?
ҳамчыдамхар, иҭаҳгало аҽаҩра	что мы пожнем, если не ослабеем
иаанагозеи ҳара ҳзы ажәа « аҵабырг »?	что мы понимаем под словом « истина »?
еилҳаргозеи ари астатиаҿы?	что мы рассмотрим в этой статье?
еилаҳкаауазеи ахадара апринцип иазкны 1 коринфаа рахь 11:3 аҟынтә?	что мы узнаём о принципе главенства из 1 коринфянам 11:3?
ҳзызхәыцлар ҳахәҭоузеи ҳара? еилҳаргозеи анаҩстәи астатиаҿы?	что нам нужно делать? что мы обсудим в следующей статье?
ҳазқәиргәыӷуазеи иегова, исаиа 41:10, 13 иану инақәыршәаны?	что нам обещает иегова, согласно исаии 41:10, 13?
иаҳҳәалар ҳалшозеи иҵегьы анцәа ҳаниҳәо?	что нужно включать в свои молитвы?
иҟарҵалар рыхәҭоузеи зыҽӡаазххьоу ақьырсианцәа?	что нужно и дальше делать христианам после крещения?
ибзианы дзызхәыцыр акәзеи аҭаацәара ахада?	что нужно молитвенно обдумать главе семьи?
еицырзеиԥшузеи аҭаацәара ахадацәеи аизара аиҳабацәеи?	что общего у глав семей и старейшин?
ииҳәози павел имӡакәа?	что открыто признавал апостол павел?
ицхраазеи иосиф агәҭынчра ахьчара?	что помогало иосифу бороться с унынием?
ирыцхраазеи аиеи хектори ирымаз ауадаҩрақәа риааира?	что помогло ае и хектору справиться со своими испытаниями?
ицхраазеи павел мыцхәы ихы ахара адымҵара?	что помогло апостолу павлу не испытывать чрезмерного чувства вины?
ицхраазеи исанг агәкаҳара аиааира?	что помогло исангу справиться с потрясением после несчастного случая?
илыцхраазеи иаҳәшьак ииасхьаз мыцхәы агәхьаамгара?	что помогло одной сестре не тосковать по прошлому?
ишәыцхраар алшозеи аҳра ажәабжьҳәаҩцәа рышкол аҿы аҵара ахысра?	что поможет вам пройти обучение в школе благовестников царства?
иарбан ҟазшьақәоу ишәыцхраауа иисус иааԥхьара адкылара?	что поможет вам стать умелыми проповедниками и учителями благой вести?
ицхраар алшозеи абиблиа зшәырҵо абиблиатә ҵабырг бзиа абара?	что поможет изучающему полюбить библейские истины?
ицхраауазеи абиблиа зҳарҵо ауаҩы доуҳала аизҳара?	что поможет изучающему расти духовно?
иҳацхраауазеи абиблиа еиҳа еиӷьны ахархәара?	что поможет нам более умело пользоваться библией?
иҳацхраар алшозеи иаҳцәыцәгьоу аусқәа рынагӡара?	что поможет нам воспитать самодисциплину?
ҳгәазҭазҵозеи ҳхы ҳамеигӡакәа ажәабжь аҳәара?	что поможет нам не терять из виду важность дела проповеди?
иҳацхраауазеи аевангелиеқәа рҿы ҳзыԥхьо аԥсы ахаҵара?	что поможет нам оживить рассказы из евангелий?
иҳацхраауазеи агәкаҳара аиааира?	что поможет нам победить уныние?
иҳацхраауазеи ҳашьцәеи ҳаҳәшьцәеи рахь абзиабара аизырҳара?	что поможет нам развить нежные чувства к братьям и сестрам?
иҳацхраауазеи ҳхызхыр алшо аҿагылара?	что поможет нам сопротивляться искушению?
ииҳәазеи апостол павел? еилҳаргозеи ари астатиаҿы?	что признавал апостол павел? что мы обсудим в этой статье?
ргәы шьҭызхуазеи аиҳәшьцәа?	что приносит сестрам радость?
иаҳзырбозеи иегова иорганизациаҿы акзаареи аҭынчреи шыҟоу?	что свидетельствует о порядке и мире в организации иеговы?
ииҳәазеи давид иегова ихынраалара иазкны?	что сказал давид о смирении иеговы?
изықәшәазеи ноемини руфи?	что случилось в жизни ноемини и руфи?
иреиҳәазеи иисус мариеи иоанни, иоанн 19:26, 27 иану инақәыршәаны, насгьы избан?	что, согласно иоанна 19:26, 27, иисус сказал марии и иоанну и почему?
изакәызеи христос изакәанԥҟара?	что такое закон христа?
изакәызеи анцәа иахь абзиабара?	что такое любовь к богу?
арԥарцәеи аҭыԥҳацәеи, иегова шәҩыза бзиа иакәзааит	юноши и девушки, пусть иегова будет вашим лучшим другом
иқәыԥшу аишьцәа, иҟашәҵар шәылшозеи шәара аишьцәеи аиҳәшьцәеи шәыгәра ргаларц азы?	юные братья, как вам завоевать доверие собрания?
шәаԥхьахьоума шәара ари ашәҟәы?	а вы читали эту книгу?
ишԥаилшо иегова ихы уаирхәар?	а как иегова может задействовать тебя?
ишԥаулшо аконгресс аҿы абзиабара аарԥшра?	а как ты мог бы проявлять любовь на конгрессе?
иуԥырхагоузеи уара? уи амзыз ахала ицаӡом, уи азы аџьабаа батәуп. аха уи ахаан уахьхәӡом!	а что мешает тебе? эта причина сама собой не исчезнет, тебе придется потрудиться. но ты не пожалеешь!
абзац 14. « џьонии гедеони: еиӷацәан, аха еишьцәахеит »	абзац 14. « джони и гидеон: были врагами, стали братьями »
абзац 5. « анцәа изы дарбанзаалак ауаҩы иԥсҭазаара ахә ҳаракуп »	абзац 5. « для бога каждая жизнь драгоценна »
аурокқәа ибзианы ухы рылархәла.	активно работай в классе.
акциақәеи зыхә ҳараку ақьаадқәеи,	акции и ценные бумаги,
абанктә алаҵарақәа,	банковские вклады,
аԥагьареи ахақәгәыӷреи шәҽырцәышәыхьчала!	берегись гордости и самоуверенности!
уолден билл ахамеигӡара аарԥшра дазхиан, убри аҟынтә иегова дизылԥхеит	билл уолден с готовностью шел на жертвы, и иегова его вознаградил
анцәеи христоси рыбзоурала ахақәиҭра ҳауеит!	благодаря богу и христу нас ждет свобода!
избан асаан гәаҩа хәыҷ еиԥшу амшын иҭоу ашамҭа ахаԥыцқәа абызкаҭаҳа аасҭа изыӷәӷәоу?	благодаря чему зубы морских блюдечек оказались прочнее паучьего шелка?
изыбзоурахозеи уи аҩыза аԥсҭазаара?	благодаря чему такое будущее станет возможным?
« анцәа бзиа ибоит ицқьоу ажәлар »	« бог любит чистый народ »
« ҭынч ҳаицынхалап »	« будем жить мирно »
иқәгахома адгьыл?	будет ли земля уничтожена?
агәра ганы уҟаз: аԥсҭазааратә цәқәырԥақәа рыхгара улшоит, избанзар афырҭын ашьҭахь хымԥада амра цәырҵуеит	будь уверен: ты справишься с любым жизненным штормом, ведь после бури обязательно выглянет солнце
шәҽырӷәӷәаны шәыҟаз!	будьте сильными!
агәымшәара аашәырԥшла!	будьте смелыми!
шықәсазы агәаларшәара ахәылԥаз асабшамш иақәшәоит аҟынтә, аԥсшьара мшқәа рзы аизара мҩаԥысӡом. убри аҟынтә анаҩстәи амчыбжь азы аҵаразы астатиа ҟалаӡом.	в 2021 году вечеря воспоминания пройдет в субботу, поэтому встреча собрания в выходные дни проводиться не будет. по этой причине на следующую неделю статья для изучения не запланирована.
абиблиаҿы акремациа иазкны иаартны акгьы анӡам. уа ишьақәырӷәӷәаӡам иԥсыз ауаҩы дыжтәу, мамзаргьы дбылтәу.	в библии нет прямых указаний в отношении кремации. в ней не уточняется, следует ли хоронить тело умершего или же кремировать.
шықәса. ҳанеибагаз амш аҽны	в день нашей свадьбы. 1951 год
актәи коринфаа рахь 15- тәи ахы аԥсҭалара иазкуп. избан ари аҵабырг ҳара ҳзы изхадоу, насгьы избан иисус иԥсы шҭалаз агәра ганы ҳаҟазар зҳалшо? ари астатиаҿы арҭ, насгьы аԥсҭалара иазку ихадоу егьырҭ азҵаарақәа рҭак ҳауеит.	в 15- й главе первого письма коринфянам говорится о воскресении. почему это учение для нас так важно и почему мы можем быть уверены, что иисус воскрес? давайте обсудим эти и другие вопросы, связанные с воскресением.
ианбаҭаххар алшо ҳаҳәшьцәа рыхьчара?	в каких ситуациях сестрам может понадобиться наша защита?
иарбан ҭагылазаашьақәоу агәымшәара уҭаххар ахьалшо, амчра змоу ауаҩы угәрахаҵара иеилыркааразы?	в каких ситуациях тебе может потребоваться мужество, чтобы объяснить свои убеждения представителю власти?
иуҭаххар анбалшо апрограмма jw language?	в каких ситуациях тебе может пригодиться приложение jw language?
иҟаҵалатәузеи аевангелиеқәа ирну хәарҭа ҳзааргаларц азы?	в каком случае евангелия по- настоящему нам помогут?
избан ҳанҵәылырхуа гәахәара зҳауа?	в каком смысле мы можем находить удовольствие в оскорблениях?
« иарбан ҭагылазаашьоу ирымоу иԥсхьоу? »	« в каком состоянии находятся умершие? »
иарбан цәеижьу ироуа?	в каком теле они воскреснут?
иисус иԥсра уахык шагыз изиашоу иапостолцәеи иареи иегова дзырҽхәо ашәақәа рҳәон.	в ночь перед своей смертью иисус вместе с верными апостолами пел песни хвалы иегове.
маикл кензел аусура ҿыц даналага аҽныҵәҟьа иазҵааит: « угәы ишԥаанаго, агәаҟрақәеи арыцҳарақәеи зегь анцәа ихароума? » уи иԥсҭазаара зегь аԥсахит.	в первый день на новой работе майкла кензела спросили: « как думаешь, виноват ли бог во всех страданиях и несчастьях? » это был поворотный момент в его жизни.
германиа ахолокост аан анацистцәа ирымпыҵархалаз аҭыԥқәа рҿы иқәынхон 35 000- ҩык раҟара иегова ишаҳаҭцәа. урҭ рҟынтә 1 500- ҩык раҟара ҭахеит. шьоукы рыԥсышьа амзызқәа еилкааӡам. ари атема иахьа уажәраанӡагьы иҭырҵаауеит, убри аҟынтә ахыԥхьаӡареи егьырҭ афактқәеи рҽырыԥсахлар алшоит.	в период холокоста в германии и на оккупированных нацистами территориях проживало приблизительно 35 000 свидетелей иеговы. около 1 500 из них погибло. причины их смерти установлены не во всех случаях. эта тема до сих пор изучается, поэтому цифры и другие факты могут обновляться.
анаҩстәи аан. ишԥаҟаиҵо анцәа ҳаҳәарақәа рҭак?	в следующий раз. как бог отвечает на наши молитвы?
анаҩстәи аан. ишԥааҳарԥшуеи аџьшьара иисус иҿыхратә ԥсхҭынҵаразы?	в следующий раз. как выразить благодарность за искупительную жертву иисуса?
анаҩстәи аан. ианбалаго анцәа иаҳра адгьыл аҿы напхгара аура?	в следующий раз. когда царство бога начнет править землей?
анаҩстәи аан. ҳзызиҳәалар ҳалшозеи анцәа?	в следующий раз. о чем можно молиться?
анаҩстәи аан. избан христос дыԥсыр закәыз?	в следующий раз. почему иисус должен был умереть?
анаҩстәи аан. иҟалозеи ауаҩы данԥслак ашьҭахь?	в следующий раз. что происходит после смерти?
« сыԥсы унапы ианысҵоит »	« в твои руки вверяю мой дух »
зыгәра идыргози иамин зимрии егьырҭ ахацәеи?	в чем зимри и другие убеждали иамина?
иамоузеи хәарҭас абаҩрҵәыра?	в чем польза физических упражнений?
иааирԥшлар шԥаилшо аҭаацәара ахада ахынраалара шилоу?	в чем проявляется смирение главы семьи?
излеиԥшымзеи ауаҩы қьиарала изыҟазаареи иҩызахареи?	в чем разница между дружелюбием и дружбой?
еицырзеиԥшузеи ахатә ҩыза иԥсахреи амцмҵахырхәареи?	в чем сходство между супружеской изменой и идолопоклонством?
« анцәа дшыҟоу агәра агара »	« вера в бога »
дибахьоума аӡәыр анцәа?	видел ли кто- нибудь бога?
ахшараиура иазыԥшу ишырныруа. аҭаҭын иахо ахшараиура иазыԥшу аҳәса лассы- лассы ироураны иҟоу ахәыҷқәа раамҭа ааиаанӡа ииуеит, рыкапан маҷуп, насгьы аграқәа рымоуп. уи адагьы урҭ ахәыҷқәа агәы ачымазарақәа роуеит, насгьы иаалырҟьаны иԥсыр алшоит.	влияние на беременность. у курящих матерей дети чаще рождаются недоношенными, с низким весом или с такими пороками развития, как расщелина губы. кроме того, эти дети подвержены сердечно- сосудистым заболеваниям и могут умереть от синдрома внезапной детской смерти.
ариашара адкылара?	внять предостережению друга?
« иарбан гәаҟразаалакь ахгара сазхиоуп »	« во всем сохраняю стойкость »
зыгәра ргозеи иегова ишаҳаҭцәа?	во что верят свидетели иеговы?
азҵаара. ишԥаҳалшо иаҳзааигәоу ауаҩы иԥсра ахьаа ахгара?	вопрос. как справиться с болью утраты?
дызусҭадаз иисус христос?	кем был иисус христос?
ҳзызиҳәалар ҳалшозеи анцәа?	о чем можно молиться?
избан христос дыԥсыр закәыз?	почему иисус должен был умереть?
дырзыӡырҩуама анцәа ҳаҳәарақәа?	слушает ли бог молитвы?
иҟалозеи ауаҩы данԥслак ашьҭахь?	что происходит после смерти?
изакәызеи анцәа иаҳра?	что такое царство бога?
абар мзызқәак:	вот некоторые причины:
абар уара иуҭаху:	вот что тебе нужно:
« анеитралитет ахьчара еснагь иазхиоуп »	« всегда готовы сохранять нейтралитет »
еснагь шәгәырӷьала!	всегда радуйтесь!
аизараҿы инашәыгӡо аус иегова изы ахә ҳаракуп!	вы важны для собрания иеговы!
алкаа. уқәлацәа узықәныҟәо апринципқәа реилагара удырцалартә алумыршан.	вывод. не позволяй сверстникам заставить тебя опустить планку своих нравственных принципов.
ажәахә « миллионы теперь живущих никогда не умрут » иазку аӡыргара агазеҭ аҿы	газетное объявление о речи « миллионы теперь живущих никогда не умрут »
иабаҭахеи дара?	где они погибли?
ахы 19. иеговеи шәареи шәеиҩызара ахә шәшьала	глава 19. берегите дружбу с иеговой
иҟауҵозаалак ламысцқьарала ухы мҩаԥгала	будь честным во всём
ихәарҭоу агәырҿыхагақәа шалхтәу	как выбирать развлечения
ишәыцхраар алшозеи ииашоу адинхаҵара аԥшаара?	как правильно поклоняться богу?
ишԥашәылшо анцәеи шәареи шәеиҩызцәахар?	как стать другом бога?
дызусҭада анцәа?	кто такой бог?
дызусҭада иисус христос?	кто такой иисус христос?
иаазырԥшуазеи анцәа иахь абзиабара	любовь бога длится вечно
уҽырӷәӷәала иԥшьоу угәрахаҵара шьаҭас иҟаҵаны	оставайся в любви бога
аҭаацәалазаара зегьы пату рзақәзааит	после свадьбы
избан адунеи гәаҟрала изҭәу?	почему в мире так много зла?
избан амчра пату зақәҵалатәу?	почему нужно уважать власть?
амаалықьцәеи адемонцәеи ирызку аиаша	правда об ангелах и демонах
шәырҿагыл аџьныши игьангьашу иусқәеи	противостой дьяволу
уџьа алҵшәа бзиақәа агәахәара узааргалааит	пусть работа приносит тебе радость
« акалҭбааԥсра шәхы ацәышәыхьча »	« убегайте от блуда »
ҳамҭас ишәыҭоу аԥсҭазаара ахә ҳаракны ишәшьала	цените дар жизни
игәы иҭеикзеи анцәа ауаа рзы?	что бог хочет сделать для людей?
иааигәоума адунеи аҵыхәтәа?	что будет с этим миром?
шәҭаацәара насыԥ амазар алшоит	что нужно для семейного счастья
иабаҟоу иԥсхьоу ауаа?	что происходит с человеком после смерти?
изакәызеи анцәа иаҳра?	что такое царство бога?
« иҵаулоу хаҭалатәи аҭҵаара анцәа иажәа ақәныҟәара иҳацхраауеит »	« глубокое личное изучение помогает твердо держаться слова бога »
ианума абиблиаҿы амарихуанеи егьырҭ анаркотик маҭәашьарқәеи агәахәаразы рыдкылара атәы?	говорится ли в библии об использовании марихуаны и других наркотиков ради удовольствия?
есыҽны анцәа диҳәалароуп, убас ала иара иегова диацәажәалоит	говорить с иеговой, каждый день молясь ему
уазхиоума ахәылԥаз азгәаҭара?	готов ли ты к празднованию вечери?
шәазхиоума шәара анаҩсгьы аҽыԥсахра?	готовы ли вы и дальше исправляться?
шәазхиоума шәара « уаакцәаҩны » аҟалара?	готовы ли вы стать « ловцами людей »?
« анцәа изы дарбанзаалак ауаҩы иԥсҭазаара ахә ҳаракуп »	« для бога каждая жизнь драгоценна »
