The file '$filename$' is an invalid (or unrecognized) dBase file.	Афаил dBase «$filename$» иашаӡам (ма еилкаам).
Cannot open Evolution address book.	Иауам адрестә шәҟәы Evolution аартра.
The table can not be changed. It is read only.	Атаблица аԥсахра ауам. Аԥхьара мацараз.
The row could not be deleted. It is already deleted.	Анҵамҭа аныхра ауам. Уаанӡа ианыхын.
The driver class '$classname$' could not be loaded.	Адраивер «$classname$» акласс аҭагалара ауам.
No Java installation could be found. Please check your installation.	Иԥшаам иқәыргылоу Java. Игәашәҭ ақәыргылара.
No such table!	Атаблицақәа ыҟаӡам!
No suitable Mac OS installation was found.	Иԥшаам Mac OS иақәнаго ақәыргылара.
There is no table named '$tablename$'.	Атаблица «$tablename$» ыҟаӡам.
The provided DocumentUI is not allowed to be NULL.	DocumentUI иауам NULL акәзар.
No $1$ exists.	$1$ ыҟаӡам.
An unknown error occurred.	Идырым агха.
Unknown	Идырӡам
import filter	Аимпорт афильтр
import/export filter	аимпорт/аекспорт афильтр
export filter	аекспорт афильтр
New Filter	Афильтр ҿыц
Untitled	Хьӡыда
undefined filter	еилкаам афильтр
The XML filter '%s' has been installed successfully.	Афильтр XML «%s» қәҿиарала иқәыргылан.
%s XML filters have been installed successfully.	%s XML афильтрқәа қәҿиарала иқәыргылан.
XML Filter List	XML афильтрқәа рсиа
Settings for T602 import	Аимпорт T602 апараметрқәа 
Encoding	Акодркра
CP852 (Latin2)	CP852 (Latin2)
CP895 (KEYB2CS, Kamenicky)	CP895 (KEYB2CS, Kamenicky)
KOI8 CS2	KOI8 CS2
Mode for Russian language (Cyrillic)	Аурыс бызшәа арежим (акириллица)
Display dot commands	Акәаԥқәа раарԥшра акомандақәа
Cancel	Аҟәыхра
OK	OK
Export as PDF	PDF ахь аекспорт
Set open password	Иқәыргылатәуп аартразы ажәамаӡа
PDF/A transparency	PDF/A аҵәцара
PDF version conflict	PDF аверсиақәа рконфликт
Transparencies removed	Аҵәцара аныхуп
PDF export aborted	PDF аекспорт аҟәыхуп
_Pages:	Адаҟьақәа:
Exports the pages you type in the box.	Иарбоу адаҟьақәа рекспорт.
_Selection	Иалкаау
Slides:	Аслаидқәа:
_View PDF after export	Иаарттәуп PDF аекспорт ашьҭахь
_Selection/Selected sheet(s)	Алхра/Иалху абӷьыцқәа
_Lossless compression	Аиҵацалара цәыӡда
75 DPI	75 DPI
150 DPI	150 DPI
300 DPI	300 DPI
600 DPI	600 DPI
1200 DPI	1200 DPI
_JPEG compression	JPEG аиҵацалара
_Quality:	Ахаҭабзиара:
Text:	Атеқст:
FDF	FDF
PDF	FDF
HTML	HTML
XML	XML
PDF_/A version:	PDF_/A аверсиа:
Export _hidden pages	Експорттәуп иҵәаху адаҟьақәа
Export _notes pages	Експорттәуп иҵәаху адаҟьақәа
Whole sheet export	Абӷьыц зегьы аекспорт
Structure	Аструктура
Default mode	Арежим ишыҟоу еиԥш
Open with PDF reader application	Иаарттәуп PDFахәаԥшыга ала
Open _with Internet browser	Иаарттәуп, абраузер ахархәарала
PDF Options	PDF апараметрқәа
E_xport	Аекспорт
User Interface	Ахархәаҩ иинтерфеис
Links	Азхьарԥшқәа
Security	Ашәарҭадара
Digital Signatures	Ацифратә напаҵаҩрақәа
Set _Passwords…	Иқәыргылатәуп ажәамаӡақәа...
Open password set	Иқәыргылоуп ажәамаӡа аартразы
PDF document will be encrypted	PDF адокумент шифрркхоит
No open password set	Аартраз иҟам ажәамаӡа
PDF document will not be encrypted	PDF адокумент шифрркхаӡом
Set Passwords	Иқәыргылатәуп ажәамаӡақәа...
_Not permitted	Азин ыҟаӡам
Printing	Акьыԥхьра
No_t permitted	Азин ыҟаӡам
Changes	Аԥсахрақәа
Ena_ble copying of content	Изинтәуп аҵанакы акопиахыхра
Content	Иаҵанакуа
Select...	Алхра...
Certificate password:	Асертификат ажәамаӡа:
Location:	Аҭыԥ:
Contact information:	Аимадаратә информациа:
Reason:	Амзыз:
Certificate	Асертификат
_Center window on screen	Аекран ацентр аҟны
_Open in full screen mode	Иаарттәуп аекраннаӡатә режим ала
_Display document title	Иаарԥштәуп адокумент ахы
Window Options	Аԥенџьыр аҷыдаҟазшьа
Hide _toolbar	Иҵәахтәуп амаругақәа рпанель
Hide _menubar	Иҵәахтәуп амениу апанель
_Use transition effects	Адаҟьақәа рыԥсахра аеффект
Show _All	Иаарԥштәуп зегьы
_Page only	Адаҟьа мацара
_Thumbnails and page	Аминиатиурақәеи адаҟьеи
Open on pa_ge:	Иаарттәуп адаҟьаҟны:
Panes	Апанельқәа
_Default	Ишыҟоу еиԥш
_Fit in window	Аԥенџьыр ашәагаа иақәыршәаны
Fit _width	Аҭбаара ала
_Zoom factor:	Амасштаб:
Magnification	Ардура
D_efault	Ишыҟоу еиԥш
_Single page	Даҟьак
First page is _left	Актәи адаҟьа армарахь ала
Page Layout	Адаҟьа амакет
Test XML Filter: %s	XML атексттә фильтр: %s
XSLT for export	XSLT аекспорт азы...
Current Document	Уажәтәи адокумент
Export	Аекспорт
XSLT for import	XSLT аимпорт азы
Recent File	Ааигәатәи афаил
Template for import	Аимпорт азы ашаблон
Display source	Иаарԥшлатәуп ахыҵхырҭа
Problems During PDF Export	PDF аекспорт аан апрблемақәа
During PDF export the following problems occurred:	PDF аекспортраан ицәырҵит абарҭ апроблемақәа:
XML Filter Settings	XML афильтрқәа рырхиарақәа
Closes the dialog.	Ианаркуеит адиалог аԥенџьыр
_New...	Иаԥҵатәуп...
_Edit...	Иԥсахтәуп...
_Delete...	Ианыхтәуп...
_Save as Package...	Еиқырхатәуп апакет...
_Open Package...	Иаарттәуп апакет...
_Filter name:	Афильтр ахьӡ
_Name of file type:	Афаил атип ахьӡ:
File _extension:	Афаил ахкырбага:
Comment_s:	Акомментариқәа:
Enter a comment (optional).	Иҭажәгал азгәаҭа (ихымԥадатәиӡам).
_DocType:	DocType:
Enter the DOCTYPE of the XML file.	Иҭажәгал XML адокумент афаил атип.
_XSLT for export:	XSLT аекспорт азы...
Brows_e...	Аҭыԥхәаԥшра...
XSLT _for import:	XSLT аимпорт азы:
B_rowse...	Аҭыԥхәаԥшра...
Template for _import:	Аимпорт азы ашаблон:
XML Filter: %s	XML афильтр: %s
_Create PDF form	Иаԥҵатәуп PDF аформа
Flash (SWF) Options	Macromedia Flash (SWF) апараметрқәа
Export as _multiple files	Аекспорт афаилқәа ԥыҭк рахь
Export _backgrounds	Аҿаԥшыратә сахьақәа рекспорт
Export back_ground objects	Аҿаԥшыратә обиеқтқәа рекспорт
Export _slide contents	Аслаидқәа ирыҵаркуа рекспорт 
Export _Verilogix Slide Annotations	Аекспорт_Verilogix Slide Annotations 
Export OLE objects as _JPEG images	OLE аобиеқтқәа JPEG еиԥш рекспорт
~Update	Ирҿыцтәуп
Visible ~Buttons	Иаарԥштәуп акнопкақәа
~Customize Toolbar...	Амаругақәа рпанель архиара...
Close ~Toolbar	Иарктәуп амаругақәа рпанель
Save Copy ~as...	Иеиқәырхатәуп акопиа иаба(ишԥа)...
No Documents	Адокументқәа ыҟам
Clear List	Ирыцқьатәуп ахьӡынҵа
 (Remote)	 (инахараны)
 (Safe Mode)	 (ишәарҭадоу арежим)
Retry	Аиҭаҟаҵара
~Reset	Еиҭашьақәыргылатәуп
Multiple Languages	Абызшәақәа ԥыҭк
None (Do not check spelling)	Мап (аорфографиа гәаҭатәӡам)
More...	Еиҭа...
Set Language for Paragraph	Иқәыргылатәуп абызшәа абзацаз
Axis Title	агәҵәы аҵаҩра
<All>	<Зегьы>
< No Module >	< Амодуль ада >
The file does not contain any BASIC libraries	Ари афаил иаҵанакӡом BASIC абиблиотекақәа
Invalid Name	Ииашам ахьӡ
A library name can have up to 30 characters.	Абиблиотека ахьӡ 30 символ иреиҳамзароуп.
Macros from other documents are not accessible.	Егьырҭ адокументқәа рҟынтәи амакросқәа ахархәара руам.
This library is read-only.	Абиблиотека аԥхьара мацаразы.
'XX' cannot be replaced.	«XX» аԥсахра ауам.
'XX' cannot be added.	«XX» аимпорт ауам.
'XX' was not added.	«XX» ацҵамызт.
Enter password for 'XX'	Иҭажәгал ажәамаӡа «XX» азы
Name already exists	Ахьӡ ахархәара амоуп
(Signed)	(Анапаҵаҩуп)
Object with same name already exists	Аобиект, ари аҩыза ахьӡ змоу ыҟоуп.
Search key not found	Аԥшааратә цәаҳәа ԥшаам
Search to last module complete. Continue at first module?	Аԥшаара хыркәшоуп аҵыхәтәантәи амодуль аҟынӡа . Шәара ишәҭахума аԥшаара иацышәҵар актәи амодуль иаркны?
Search key replaced XX times	Иԥшаатәу ацәаҳәа ԥсахуп XX нтә
The file could not be read	Афаил аԥхьара ауам
The file could not be saved	Афаил аиқәырхара ауам
The name of the default library cannot be changed.	Истандарту абиблиотека ахьӡ аԥсахра ауам.
Generating source	Ахалагаратә теқст аԥҵара
File name:	Афаил ахьӡ:
Import Libraries	Иацҵатәуп абиблиотекақәа
Do you want to delete the macro XX?	Ианыхтәума амакрос XX?
Do you want to delete the XX dialog?	Ианыхтәума XX адиалог?
Do you want to delete the XX library?	Ианыхтәума XX абиблиотека?
Do you want to delete the reference to the XX library?	Ианыхтәума абиблиотека XX азхьарԥш?
Do you want to delete the XX module?	Ианыхтәума амодуль XX?
BASIC	BASIC
Ln	Ад
Col	Аиҵ
The window cannot be closed while BASIC is running.	Аԥенџьыр аркра ауам апрограмма анагӡараан.
The default library cannot be replaced.	Истандарту абиблиотека алаԥсахра ауам.
Reference to 'XX' not possible.	Иауам азхьарԥш 'XX' ахь.
Watch	асааҭ
Call Stack	Ааԥхьарақәа рстек
Dialog	Адиалог
New Library	Абиблиотека ҿыц
New Module	Амодуль ҿыц
New Dialog	Адиалог ҿыц
You will have to restart the program after this edit. Continue?	Ари аԥсахра ашьҭахь иаҭаххоит апрограмма АиҭаСтарт. Иацҵатәума?
Do you want to replace the text in all active modules?	Иалаԥсахтәума атеқст иакктиву амодульқәа зегь рҟны?
Watch:	Аконтрольтә ҵакы:
Calls: 	Ааԥхьарақәа рстек: 
My Macros	Сара смакросқәа
My Dialogs	Сара сдиалогқәа
My Macros & Dialogs	Сара смакросқәеи сдиалогқәеи
%PRODUCTNAME Macros	%PRODUCTNAME амакросқәа
%PRODUCTNAME Dialogs	%PRODUCTNAME адиалогқәа
%PRODUCTNAME Macros & Dialogs	 %PRODUCTNAME амакросқәеи адиалогқәеи
Remove Watch	Иқәгатәуп аконтрольтә ҵакы
Do you want to overwrite the XX macro?	Иалаԥсахтәума иҟоу амакрос XX?
<Not localized>	<алокализациа азум>
[Default Language]	[Абызшәа ишыҟоу]
Document Objects	Адокумент аобиеқтқәа
Modules	Амодульқәа
Class Modules	Акласс амодульқәа
Dialog Import - Name already used	Адиалог аимпорт - Ахьӡ ахархәара амоуп
Omit	Ибжьажьтәуп
Dialog Import - Language Mismatch	Адиалог аимпорт - иҟам абызшәа
All ~Pages	Адаҟьақәа зегьы
Pa~ges:	Адаҟьақәа:
~Even pages	Еиҩшо адаҟьақәа
~Odd pages	Еиҩымшо адаҟьақәа
Choose	Иалхтәуп
Run	Инагӡатәуп
~Save	Ианҵатәуп
Object Catalog	Аобиеқтқәа ркаталог
Properties: 	Аҷыдаҟазшьақәа:
No Control marked	Анапхгара аелементқәа акагьы алкааӡам
Multiselection	Гәыԥ-гәыԥла алкаара
<Press 'Add' to create language resources>	<Шәақәыӷәӷәа «Иацҵатәуп» абызшәа аресурсқәа раԥҵаразы>
Export as BASIC library	Иекспорттәуп BASIC абиблиотека еиԥш
Extension	Арҭбаара
Basic Macros	Basic амакрос
Existing Macros In:	Иҟоу амакросқәа:
Macro From	Амакрос аҟынтәи
Save Macro In	Иеиқәырхатәуп амакрос абра
Macro Name	Амакрос ахьӡ
Assign...	Иазалхтәуп...
Edit	Ариашара
Creates a new library.	Абиблиотека ҿыц аԥҵара иазкуп
Organizer...	Анапхгара...
New Library	Иаԥҵатәуп абиблиотека
Saves the recorded macro in a new library.	Еиқәнархоит иҭаҩу амакрос абиблиотекп ҿыц аҟны.
New Module	Иаԥҵатәуп амодуль
Saves the recorded macro in a new module.	Еиқәнархоит иҭаҩу амакрос амодуль ҿыц аҟны.
Manage Breakpoints...	Аанкылара акәаԥқәа...
_Active	Иактивуп
_Properties...	Аҷыдаҟазшьақәа...
Set Default User Interface Language	Иқәыргылатәуп абызшәа ишыҟоу еиԥш
Default language:	[Абызшәа ишыҟоу]
Available languages:	Ахархәара змоу абызшәақәа:
Add User Interface Languages	Иацҵатәуп ахархәаратәи аинтерфеис абызшәа
Delete Language Resources	Абызшәатә ресурсқәа раныхра
Do you want to delete the resources of the selected language(s)?	Ианыхтәума иалкаау абызшәақәа рресурсқәа?
Dialog:	Адиалог:
Deletes the selected element or elements after confirmation.	Ианнахуеит иалкаау аелементқәа ашьақәырӷәӷәара ашьҭахь.
Opens the editor and creates a new module.	Иаанартуеит аредактор, иаԥнаҵоит амодуль ҿыц.
_Password...	_Ажәамаӡа...
_Import...	_Аимпорт...
_Export...	_Аекспорт...
Lists the existing modules or dialogs.	Иҟоу амодульқәа ма адиалогқәа рсиа.
Variable	Аҽеиҭак
Export Basic library	Иекспорттәуп BASIC абиблиотека
Go to Line	Ииастәуп ацәаҳәахьы
_Line number:	_Ацәаҳәа аномер:
Insert as reference (read-only)	Иҭаргылатәуп азхьарԥш еиԥш (аԥхьара мацараз)
Replace existing libraries	Иԥсахтәуп иҟоу абиблиотекақәа
L_ocation:	Аҭыԥ:
_Library:	_Абиблиотека:
_New...	_Иаԥҵатәуп...
Creates a new library.	Абиблиотека ҿыц аԥҵара иазкуп.
Manage Breakpoints	Аанкылара акәаԥқәа рнапхгара
Active	Иактиву
Pass count:	Абжьажьрақәа:
Breakpoints	Аанкылара акәаԥқәа
Manage User Interface Languages [$1]	Ахархәаҩ иинтерфеис абызшәақәа рнапхгара [$1]
Present languages:	Ахархәара зуа абызшәақәа:
Add...	Иацҵатәуп...
M_odule:	Амодуль:
Creates a new macro, or deletes the selected macro.	Иаԥнаҵоит амакрос ҿыц ма ианнахуеит иалкаау амакрос.
_Name:	_Ахьӡ:
Enter a name for the new library or module.	Иҭажәгал абиблиотека ма амодуль ахьӡ.
Basic Macro Organizer	Basic амакросқәа рнапхгара
Dialogs	Адиалогқәа
Libraries	Абиблиотекақәа
_Sorting	Асортра
_Alphabetically	Алфавитла
_Proper order	Еишьҭаргыланы
Objects Tree	Аобиеқтқәа Рыҵла
%PRODUCTNAME Basic Macros	%PRODUCTNAME BASIC Амакросқәа
%PRODUCTNAME Basic Macro Organizer	%PRODUCTNAME BASIC амакросқәа анапхгарарыҭара
JDBC	JDBC
Oracle JDBC	Oracle JDBC
Grammar checking	Аграмматика
Check more grammar errors.	Егьырҭ аграмматикатә гхақәа ргәаҭара.
Possible mistakes	Иҟалар зылшо агхақәа
Check missing capitalization of sentences.	Аҳәоуқәа рҟны анбан дуқәа рыҟамзаара агәаҭара.
Capitalization	Анбан хәыҷқәа
Check repeated words.	Еиԥшу ажәақәа ргәаҭара
Word duplication	Ажәақәа рдубликатқәа
Parentheses	Ахыцқәа
Punctuation	Апунктуациа
Word spacing	Абжьажьқәа
Em dash	Иауу атире
En dash	Икьаҿу атире
Check true multiplication sign: 5x5 → 5×5	Игәаҭалатәуп ашьҭыхра дырга: 5x5 → 5×5
Multiplication sign	Ашьҭыхра дырга
Sentence spacing	Аинтервалқәа
More spaces	Егьырҭ абжьажьқәа
Apostrophe	Апострофқәа
Change three dots with ellipsis.	Иԥсахлатәуп акәаԥқәа хԥа акәаԥрацәа ала.
Ellipsis	Акәаԥрацәақәа
Others	Егьырҭқәа
Convert to metric (°C, km/h, m, kg, l)	Ииагатәуп аметрикатә система ахь (°C, km/h, m, kg, l)
Common (1000000 → 1,000,000) or ISO (1000000 → 1 000 000).	Азеиԥш (1000000 → 1,000,000) ма ISO (1000000 → 1 000 000).
Thousand separation of large numbers	Азқьқәа реиқәыҭхага
Open Document	Иаарттәуп адокумент
View	Аԥшра
FORWARD 10	ԤХЬАҞА 10
BACK 10	ШЬҬАХЬҞА 10
LEFT 15°	АРМАРАХЬ 15°
RIGHT 15°	АРӶЬАРАХЬ 15°
STOP	СТОП
HOME	АҨНЫҞА
CLEARSCREEN	АЕКРАНАРЫЦҚЬАРА
~Text Document	Атеқсттә документ
~Spreadsheet	Аелектронтә таблица
~Presentation	Апрезентациа
~Drawing	Асахьа
F~ormula	Аформула
~HTML Document	HTML адокумент
~XML Form Document	XML Form адокумент
~Labels	Аетикеткақәа
M~aster Document	Еилоу адокумент
Templates...	Ашаблонқәа...
~Letter...	Ашәҟәы...
~Fax...	Афакс...
~Agenda...	Амшынҵа...
Document ~Converter...	Адокументқәа рконвертер...
Personal Address book	Ихатәу адрестә шәҟәы
Collected Addresses	Еизгоу адресқәа
First Name	Ахьӡ
Last Name	Ажәла
Display Name	Ахьӡ
Nickname	Ахьӡрҩашьа
E-mail	E-mail
E-mail (2)	E-mail (2)
Mail Format	E-mail аформат
Phone (Work)	Аҭел (Аус.)
Phone (Home)	Аҭел (Аҩн.)
Fax	Афакс
Pager	Апеиджер
Mobile	Амобилтә ҭел
Address 1	Адрес 1
Address 2	Адрес 2
City	Ақалақь
State	Аобласт
Country	Атәыла
Work Address	Аусурҭа адрес
Work Address 2	Аусурҭа адрес 2
City (Work)	Ақалақь (Аус.)
Department	Аҟәша
Company	Аиҿкаара
Web Page (Work)	Web-адаҟьа 1
Web Page (Home)	Web-адаҟьа 2
Birth Year	Аира ашықәс
Birth Month	Аира амза
Birth Day	Аира амш
Custom 1	Ахархәаҩ 1
Custom 2	Ахархәаҩ 2
Custom 3	Ахархәаҩ 3
Custom 4	Ахархәаҩ 4
~Edit	Ариашара
~Open	Иаарттәуп
Propert~ies...	Апараметрқәа...
%PRODUCTNAME %PRODUCTVERSION Spreadsheet	%PRODUCTNAME %PRODUCTVERSION аелектронтә таблица
%PRODUCTNAME %PRODUCTVERSION Chart	%PRODUCTNAME %PRODUCTVERSION адиаграмма
%PRODUCTNAME %PRODUCTVERSION Drawing	%PRODUCTNAME %PRODUCTVERSION асахьа
%PRODUCTNAME %PRODUCTVERSION Presentation	%PRODUCTNAME %PRODUCTVERSION апрезентациа
%PRODUCTNAME %PRODUCTVERSION Formula	%PRODUCTNAME %PRODUCTVERSION аформула
%PRODUCTNAME %PRODUCTVERSION Text	%PRODUCTNAME %PRODUCTVERSION атеқст
Report Header	Аҳасабырба ахы
Page Header	Хыхьтәи аколонтитул
Page Footer	Ҵаҟатәи аколонтитул
Group Header	Агәыԥ ахы
Column Header	Аиҵаҩ ахы
Detail	Адырқәа
Beige	Бежевый
Bright Blue	Светло-синий
Dark	Алашьца
Orange	Апатырқалԥштәы
Grey	Ахәаԥштәы
Water	Аӡы
Presentation Minimizer	Апрезентациа архәыҷра
Steps	Ашьаҿақәа
~Next >	~Анаҩс >
~Finish	Ихыркәшатәуп
Introduction	Алагалажәа
~Choose settings for Presentation Minimizer	Иалышәх апрезентациа архәыҷра апараметрқәа
~Delete	Ианыхтәуп
Choose settings for optimizing images	Асахьа аоптимизациа апараметрқәа ралхра
~Lossless compression	Аицҵацалара цәыӡда
~JPEG compression	JPEG аиҵацалара
~Quality in %	Ахаҭабзиара, %
0;<no change>	0;<ԥсахрада>
~Embed external images	Иаларҵәатәуп адәныҟатәи асахьа
OLE Objects	OLE аобиеқтқәа
Choose settings for replacing OLE objects	Иалышәх апараметрқәа OLE аобиектқәа рылаԥсахразы
For ~all OLE objects	OLE аобиеқтқәа зегьы рзы
Slides	Аслаидқәа
Choose which slides to delete	Иалышәх ианыхтәу аслаидқәа
~Clear notes	Ианыхтәуп азгәаҭақәа
Delete hidden ~slides	Ианыхтәуп иҵәаху аслаидқәа
Delete slides that are not used for the ~custom slide show	Ианыхтәуп аслаидқәа, апрезентациаҿ иаарԥшымхо
~Apply changes to current presentation	Ихархәатәуп аԥсахрақәа абри апрезентациа аҟны
~Open newly created presentation	Иаарттәуп ҿыц, иаԥҵоу апрезентациа
~Save settings as	Иеиқәырхатәуп архиарақәа иаба(ишԥа)
Delete %SLIDES slides.	Ианыхтәуп %SLIDES слаид(к).
Current file size:	Афаил уажәтәи ашәагаа:
Estimated new file size:	Афаил ҿыц, инықәырԥшу ашәагаа:
My Settings 	Исхатәу архиарақәа 
Duplicating presentation...	Апрезентациа акопиа...
Deleting slides...	Аслаидқәа раныхра...
Optimizing images...	Асахьақәа роптимизациа...
.	.
Next	Анаҩстәи
Notes	Азгәаҭақәа
Close	Иарктәуп
Home	Аҩныҟа
Alt-Page Up	Alt+Page Up
Alt-Page Down	Alt+Page Down
Help	Аилыркаага
Products	Аалыҵ
ProductID	АалыҵАкод
ProductName	АалыҵАхьӡ
Serialnumber	АсериатәНомер
Address	Адрес
FaxNumber	АфаксАномер:
Prefix	Апрефикс
FirstName	Ахьӡ
LastName	Ажәла
Suffix	Асуффикс
FaxNumber	АфаксАномер
MobileNumber	АмобилтәҬелАномер
MobileNo	АмобҬелАном
Birthdate	АираАрыцхә
DateUpdated	АрҿыцраАрыцхә
DateUpdate	АрҿыцАрыцхә
Contacts	Аконтактқәа
DepartmentID	АҟәшаАкод
OrderDate	АзаказАрыцхә
RequiredByDate	ИаҭахуАрыцхә
RequirDate	ИаҭахуАрыцхә
DateSold	АҭираАрыцхә
Discount	Адисконт
CreditCardType	АкдедиттәКартаАтип
CreditCardNumber	АкредиттәКартаАномер
EndDate	АнҵәамҭаАрыцхә
BeginDate	АлагамҭаАрыцхә
Confirmation	Ашьақәырӷәӷәара
DatePurchased	АзаказАрыцхә
DatePurchd	АзаказАрыцхә
Descrption	Ахҳәаа
StatusID	АстатусАкод
Model	Амодель
ModelNumber	АмодельАномер
ModelNo	АмодельАном
SerialNumber	АсериатәНомер
StartDate	АлагамҭаАрыцхә
Addresses	Адресқәа
AddressID	АдресАкод
DatUpdated	АрҿыцАрыцхә
Item	Аелемент
DatePurch	АзаказАрыцхә
PrintSize	АкьыԥхьраАшәагаа
Producer	Апродиусер
Subject	Атема
Length	Аамҭадхалара
AuthorID	АвторИкод
Publisher	Аҭыжьырҭа
EditionNo	АҭыжьымҭаАномер
Authors	Авторцәа
AuthorID	АвторИномер
DateofDeath	АираАрыцхә
MaximumPulse	ИмаксималуАпульс
Text documents	Атеқсттә документқәа
Spreadsheets	Аелектронтә таблица
Presentations	Апрезентациақәа
Web pages	Web-адаҟьақәа
Master documents	Еилоу адокументқәа
Database documents	Адырқәа рбаза адокументқәа
Microsoft Word 6.0 / 95	Microsoft Word 6.0 / 95
Microsoft Excel 4.x - 5.0 / 95	Microsoft Excel 4.x - 5.0 / 95
Microsoft Excel 4.x - 5.0 / 95 Templates	Microsoft Excel 4.x - 5.0 / 95 ашаблонқәа
Text (StarWriter/Web)	Атеқст (StarWriter/Web) 
Illustration	Аиллиустрациақәа
~Euro Converter...	Евро аконвертер
OpenOffice.org 1.0 Text Document	OpenOffice.org 1.0 атеқсттә документ
OpenOffice.org 1.0 Text Document Template	OpenOffice.org 1.0 атеқсттә документ ашаблон
OpenOffice.org 1.0 Master Document	OpenOffice.org 1.0 еилоу адокумент
OpenOffice.org 1.0 Formula	OpenOffice.org 1.0 аформула
OpenOffice.org 1.0 Presentation	OpenOffice.org 1.0 апрезентациа
OpenOffice.org 1.0 Presentation Template	OpenOffice.org 1.0 апрезентациа ашаблон
OpenOffice.org 1.0 Drawing	OpenOffice.org 1.0 асахьа
OpenOffice.org 1.0 Drawing Template	OpenOffice.org 1.0 асахьа ашаблон
OpenOffice.org 1.0 Spreadsheet	OpenOffice.org 1.0 аелектронтә таблица
OpenOffice.org 1.0 Spreadsheet Template	OpenOffice.org 1.0 аелектронтә таблица ашаблон
OpenDocument Text	OpenDocument атеқсттә документ
OpenDocument Text (Flat XML)	OpenDocument (иҟьаԥсу XML) атеқсттә документ 
OpenDocument Text Template	OpenDocument атеқсттә документ ашаблон
OpenDocument Master Document	OpenDocument еилоу адокумент
OpenDocument Master Document Template	OpenDocument еилоу адокумент ашаблон
OpenDocument Formula	OpenDocument аформула
OpenDocument Presentation	OpenDocument апрезентациа
OpenDocument Presentation (Flat XML)	OpenDocument апрезентациа (иҟьаԥсу XML)
OpenDocument Presentation Template	OpenDocument апрезентациа ашаблон
OpenDocument Drawing	OpenDocument асахьа
OpenDocument Drawing (Flat XML)	OpenDocument асахьа (иҟьаԥсу XML)
OpenDocument Drawing Template	OpenDocument асахьа ашаблон
OpenDocument Spreadsheet	OpenDocumentа аелектронтә таблица
OpenDocument Spreadsheet (Flat XML)	OpenDocument аелектронтә таблица (иҟьаԥсу XML)
OpenDocument Spreadsheet Template	OpenDocument аелектронтә таблица ашаблон
OpenDocument Database	OpenDocument адырқәа рбаза
HTML Document Template	HTML адокумент ашаблон
%PRODUCTNAME Extension	%PRODUCTNAME арҭбаара
Microsoft Excel Worksheet	Microsoft Excel аелектронтә таблица
Microsoft PowerPoint Presentation	Microsoft PowerPoint апрезентациа
Microsoft Word Document	Microsoft Word адокумент
Microsoft Excel Worksheet Template	Microsoft Excel аелектронтә таблица ашаблон
Microsoft PowerPoint Presentation Template	Microsoft PowerPoint апрезентациа ашаблон
Microsoft Word Document Template	Microsoft Word адокумент ашаблон
Create and edit scientific formulas and equations by using Math.	Анаукатә формулақәеи аиҟаратәқәеи раԥҵареи аредакциа рзуреи.
Word Processor	Атеқсттә процессор
Presentation	Апрезентациа
Database Development	Адырқәа рбаза
Formula Editor	Аформулақәа рредақтор
Drawing Program	Асахьақәа Рредақтор
Office	Аофис
XSLT based filters	XSLT афильтрқәа
New Document	Иаԥҵатәуп адокумент
New Presentation	Иаԥҵатәуп апрезентациа
New Spreadsheet	Иаԥҵатәуп аел. таблица
New Database	Иаԥҵатәуп адырқәа рбаза
New Formula	Иаԥҵатәуп аформула
New Drawing	Иаԥҵатәуп асахьа
Syntax error.	Асинтаксистә гха
Return without Gosub.	Аоператор «Return» «Gosub» ада.
Incorrect entry; please retry.	Ииашам аҭагалара, ҿыц иҭажәгал.
Invalid procedure call.	Апроцедура иашамкәа ааԥхьара.
Overflow.	Аҭәцәара.
Not enough memory.	Агәынкылара азхом.
Array already dimensioned.	Амассив ашәагаақәа азалхуп.
Index out of defined range.	Аиндекс адиапазон анҭыҵ.
Duplicate definition.	Попытка переопределения.
Division by zero.	Ноль ала ашара.
Variable not defined.	Аҽеиҭак аԥҵаӡам.
Data type mismatch.	Иеимарам ахкқәа.
Invalid parameter.	Ииашам апараметр.
Process interrupted by user.	Апроцесс аанкылан ахархәаҩ ибзоурала.
Resume without error.	Аоператор «Resume» агхақәа аус рыднаулом.
Not enough stack memory.	Астек ашәагаа азхом.
Sub-procedure or function procedure not defined.	Ацхыраагӡатә программа ма афункциа аԥҵаӡам.
Error loading DLL file.	DLL аҭагалара агха.
Wrong DLL call convention.	DLL ааԥхьараз ииашам аиқәшаҳаҭра.
Internal error $(ARG1).	Аҩныҵҟатәи агха $(ARG1).
Invalid file name or file number.	Афаил, ииашам ахьӡ ма аномер.
File not found.	Афаил ԥшаам.
Incorrect file mode.	Афаил ииашам арежим.
File already open.	Афаил аартуп.
Device I/O error.	Аиҿартәыра аҭагалара/аҭыгара агха.
File already exists.	Ари афаил ыҟоуп.
Incorrect record length.	Ииашам анҵамҭа аномер.
Disk or hard drive full.	Асанҭыр ҭәуп.
Reading exceeds EOF.	Афаил анҵәамҭа ашьҭахь аԥхьара (EOF).
Incorrect record number.	Ииашам анҵамҭа аномер.
Too many files.	Афаилқәа рхыԥхьаӡара мыцхәцәоуп.
Device not available.	Аиҿартәырахь анеира ауам.
Access denied.	Анеирҭа аркуп.
Disk not ready.	Асанҭыр хиаӡам.
Not implemented.	Ахархәара ауам.
